Date,Carburant,Prix
2024-11-06,E85,0.813
2024-11-06,GPLc,1.002
2024-11-06,Gazole,1.634
2024-11-06,SP95,1.747
2024-11-06,SP98,1.828
2024-11-07,E10,1.724
2024-11-07,E85,0.811
2024-11-07,GPLc,0.999
2024-11-07,Gazole,1.64
2024-11-07,SP95,1.751
2024-11-07,SP98,1.831
2024-11-08,E10,1.723
2024-11-08,E85,0.81
2024-11-08,GPLc,1.0
2024-11-08,Gazole,1.641
2024-11-08,SP95,1.751
2024-11-08,SP98,1.829
2024-11-09,E10,1.733
2024-11-09,E85,0.81
2024-11-09,GPLc,1.007
2024-11-09,Gazole,1.65
2024-11-09,SP95,1.743
2024-11-09,SP98,1.842
2024-11-10,E10,1.748
2024-11-10,E85,0.814
2024-11-10,GPLc,1.006
2024-11-10,Gazole,1.667
2024-11-10,SP95,1.739
2024-11-10,SP98,1.863
2024-11-11,E10,1.754
2024-11-11,E85,0.815
2024-11-11,GPLc,1.02
2024-11-11,Gazole,1.672
2024-11-11,SP95,1.746
2024-11-11,SP98,1.87
2024-11-12,E10,1.729
2024-11-12,E85,0.809
2024-11-12,GPLc,1.008
2024-11-12,Gazole,1.648
2024-11-12,SP95,1.753
2024-11-12,SP98,1.837
2024-11-13,E10,1.732
2024-11-13,E85,0.811
2024-11-13,GPLc,1.01
2024-11-13,Gazole,1.652
2024-11-13,SP95,1.749
2024-11-13,SP98,1.841
2024-11-14,E10,1.734
2024-11-14,E85,0.813
2024-11-14,GPLc,1.016
2024-11-14,Gazole,1.655
2024-11-14,SP95,1.748
2024-11-14,SP98,1.842
2024-11-15,E10,1.731
2024-11-15,E85,0.811
2024-11-15,GPLc,1.007
2024-11-15,Gazole,1.656
2024-11-15,SP95,1.748
2024-11-15,SP98,1.839
2024-11-16,E10,1.738
2024-11-16,E85,0.812
2024-11-16,GPLc,1.011
2024-11-16,Gazole,1.664
2024-11-16,SP95,1.743
2024-11-16,SP98,1.853
2024-11-17,E10,1.746
2024-11-17,E85,0.814
2024-11-17,GPLc,1.004
2024-11-17,Gazole,1.675
2024-11-17,SP95,1.739
2024-11-17,SP98,1.864
2024-11-18,E10,1.729
2024-11-18,E85,0.807
2024-11-18,GPLc,1.006
2024-11-18,Gazole,1.655
2024-11-18,SP95,1.748
2024-11-18,SP98,1.84
2024-11-19,E10,1.736
2024-11-19,E85,0.813
2024-11-19,GPLc,1.01
2024-11-19,Gazole,1.666
2024-11-19,SP95,1.75
2024-11-19,SP98,1.848
2024-11-20,E10,1.73
2024-11-20,E85,0.81
2024-11-20,GPLc,1.001
2024-11-20,Gazole,1.663
2024-11-20,SP95,1.759
2024-11-20,SP98,1.841
2024-11-21,E10,1.741
2024-11-21,E85,0.811
2024-11-21,GPLc,1.016
2024-11-21,Gazole,1.674
2024-11-21,SP95,1.758
2024-11-21,SP98,1.855
2024-11-22,E10,1.736
2024-11-22,E85,0.807
2024-11-22,GPLc,1.003
2024-11-22,Gazole,1.671
2024-11-22,SP95,1.761
2024-11-22,SP98,1.846
2024-11-23,E10,1.749
2024-11-23,E85,0.811
2024-11-23,GPLc,1.011
2024-11-23,Gazole,1.684
2024-11-23,SP95,1.75
2024-11-23,SP98,1.864
2024-11-24,E10,1.761
2024-11-24,E85,0.814
2024-11-24,GPLc,1.002
2024-11-24,Gazole,1.698
2024-11-24,SP95,1.751
2024-11-24,SP98,1.878
2024-11-25,E10,1.741
2024-11-25,E85,0.81
2024-11-25,GPLc,1.008
2024-11-25,Gazole,1.677
2024-11-25,SP95,1.762
2024-11-25,SP98,1.853
2024-11-26,E10,1.75
2024-11-26,E85,0.816
2024-11-26,GPLc,1.018
2024-11-26,Gazole,1.689
2024-11-26,SP95,1.772
2024-11-26,SP98,1.864
2024-11-27,E10,1.749
2024-11-27,E85,0.813
2024-11-27,GPLc,1.006
2024-11-27,Gazole,1.688
2024-11-27,SP95,1.767
2024-11-27,SP98,1.857
2024-11-28,E10,1.744
2024-11-28,E85,0.818
2024-11-28,GPLc,1.014
2024-11-28,Gazole,1.685
2024-11-28,SP95,1.768
2024-11-28,SP98,1.851
2024-11-29,E10,1.734
2024-11-29,E85,0.809
2024-11-29,GPLc,1.01
2024-11-29,Gazole,1.675
2024-11-29,SP95,1.758
2024-11-29,SP98,1.842
2024-11-30,E10,1.734
2024-11-30,E85,0.811
2024-11-30,GPLc,1.013
2024-11-30,Gazole,1.676
2024-11-30,SP95,1.746
2024-11-30,SP98,1.842
2024-12-01,E10,1.754
2024-12-01,E85,0.816
2024-12-01,GPLc,1.023
2024-12-01,Gazole,1.696
2024-12-01,SP95,1.752
2024-12-01,SP98,1.867
2024-12-02,E10,1.735
2024-12-02,E85,0.808
2024-12-02,GPLc,1.016
2024-12-02,Gazole,1.674
2024-12-02,SP95,1.755
2024-12-02,SP98,1.843
2024-12-03,E10,1.737
2024-12-03,E85,0.813
2024-12-03,GPLc,1.016
2024-12-03,Gazole,1.675
2024-12-03,SP95,1.754
2024-12-03,SP98,1.843
2024-12-04,E10,1.733
2024-12-04,E85,0.811
2024-12-04,GPLc,1.013
2024-12-04,Gazole,1.673
2024-12-04,SP95,1.749
2024-12-04,SP98,1.841
2024-12-05,E10,1.735
2024-12-05,E85,0.813
2024-12-05,GPLc,1.015
2024-12-05,Gazole,1.675
2024-12-05,SP95,1.754
2024-12-05,SP98,1.845
2024-12-06,E10,1.731
2024-12-06,E85,0.811
2024-12-06,GPLc,1.014
2024-12-06,Gazole,1.669
2024-12-06,SP95,1.756
2024-12-06,SP98,1.84
2024-12-07,E10,1.731
2024-12-07,E85,0.81
2024-12-07,GPLc,1.017
2024-12-07,Gazole,1.669
2024-12-07,SP95,1.746
2024-12-07,SP98,1.843
2024-12-08,E10,1.747
2024-12-08,E85,0.816
2024-12-08,GPLc,1.021
2024-12-08,Gazole,1.686
2024-12-08,SP95,1.748
2024-12-08,SP98,1.864
2024-12-09,E10,1.727
2024-12-09,E85,0.808
2024-12-09,GPLc,1.012
2024-12-09,Gazole,1.66
2024-12-09,SP95,1.75
2024-12-09,SP98,1.836
2024-12-10,E10,1.729
2024-12-10,E85,0.812
2024-12-10,GPLc,1.016
2024-12-10,Gazole,1.66
2024-12-10,SP95,1.751
2024-12-10,SP98,1.836
2024-12-11,E10,1.733
2024-12-11,E85,0.812
2024-12-11,GPLc,1.017
2024-12-11,Gazole,1.665
2024-12-11,SP95,1.754
2024-12-11,SP98,1.843
2024-12-12,E10,1.734
2024-12-12,E85,0.811
2024-12-12,GPLc,1.016
2024-12-12,Gazole,1.667
2024-12-12,SP95,1.759
2024-12-12,SP98,1.842
2024-12-13,E10,1.734
2024-12-13,E85,0.809
2024-12-13,GPLc,1.006
2024-12-13,Gazole,1.664
2024-12-13,SP95,1.763
2024-12-13,SP98,1.84
2024-12-14,E10,1.745
2024-12-14,E85,0.809
2024-12-14,GPLc,1.006
2024-12-14,Gazole,1.673
2024-12-14,SP95,1.754
2024-12-14,SP98,1.853
2024-12-15,E10,1.76
2024-12-15,E85,0.814
2024-12-15,GPLc,1.006
2024-12-15,Gazole,1.691
2024-12-15,SP95,1.753
2024-12-15,SP98,1.872
2024-12-16,E10,1.744
2024-12-16,E85,0.807
2024-12-16,GPLc,1.006
2024-12-16,Gazole,1.672
2024-12-16,SP95,1.767
2024-12-16,SP98,1.852
2024-12-17,E10,1.745
2024-12-17,E85,0.809
2024-12-17,GPLc,1.009
2024-12-17,Gazole,1.674
2024-12-17,SP95,1.773
2024-12-17,SP98,1.85
2024-12-18,E10,1.748
2024-12-18,E85,0.809
2024-12-18,GPLc,1.01
2024-12-18,Gazole,1.679
2024-12-18,SP95,1.772
2024-12-18,SP98,1.854
2024-12-19,E10,1.748
2024-12-19,E85,0.811
2024-12-19,GPLc,1.012
2024-12-19,Gazole,1.68
2024-12-19,SP95,1.766
2024-12-19,SP98,1.855
2024-12-20,E10,1.712
2024-12-20,E85,0.796
2024-12-20,GPLc,1.015
2024-12-20,Gazole,1.646
2024-12-20,SP95,1.732
2024-12-20,SP98,1.819
2024-12-21,E10,1.73
2024-12-21,E85,0.803
2024-12-21,GPLc,1.02
2024-12-21,Gazole,1.663
2024-12-21,SP95,1.747
2024-12-21,SP98,1.836
2024-12-22,E10,1.752
2024-12-22,E85,0.814
2024-12-22,GPLc,1.009
2024-12-22,Gazole,1.689
2024-12-22,SP95,1.742
2024-12-22,SP98,1.86
2024-12-23,E10,1.738
2024-12-23,E85,0.804
2024-12-23,GPLc,1.011
2024-12-23,Gazole,1.671
2024-12-23,SP95,1.756
2024-12-23,SP98,1.845
2024-12-24,E10,1.747
2024-12-24,E85,0.809
2024-12-24,GPLc,1.019
2024-12-24,Gazole,1.68
2024-12-24,SP95,1.763
2024-12-24,SP98,1.854
2024-12-25,E10,1.769
2024-12-25,E85,0.82
2024-12-25,GPLc,1.028
2024-12-25,Gazole,1.707
2024-12-25,SP95,1.761
2024-12-25,SP98,1.882
2024-12-26,E10,1.748
2024-12-26,E85,0.806
2024-12-26,GPLc,1.011
2024-12-26,Gazole,1.68
2024-12-26,SP95,1.764
2024-12-26,SP98,1.856
2024-12-27,E10,1.75
2024-12-27,E85,0.809
2024-12-27,GPLc,1.016
2024-12-27,Gazole,1.681
2024-12-27,SP95,1.766
2024-12-27,SP98,1.858
2024-12-28,E10,1.755
2024-12-28,E85,0.81
2024-12-28,GPLc,1.021
2024-12-28,Gazole,1.688
2024-12-28,SP95,1.758
2024-12-28,SP98,1.864
2024-12-29,E10,1.766
2024-12-29,E85,0.815
2024-12-29,GPLc,1.019
2024-12-29,Gazole,1.703
2024-12-29,SP95,1.761
2024-12-29,SP98,1.877
2024-12-30,E10,1.755
2024-12-30,E85,0.806
2024-12-30,GPLc,1.017
2024-12-30,Gazole,1.687
2024-12-30,SP95,1.768
2024-12-30,SP98,1.863
2024-12-31,E10,1.756
2024-12-31,E85,0.809
2024-12-31,GPLc,1.024
2024-12-31,Gazole,1.689
2024-12-31,SP95,1.771
2024-12-31,SP98,1.865
2025-01-01,E10,1.773
2025-01-01,E85,0.819
2025-01-01,GPLc,1.027
2025-01-01,Gazole,1.71
2025-01-01,SP95,1.779
2025-01-01,SP98,1.885
2025-01-02,E10,1.753
2025-01-02,E85,0.805
2025-01-02,GPLc,1.009
2025-01-02,Gazole,1.687
2025-01-02,SP95,1.78
2025-01-02,SP98,1.86
2025-01-03,E10,1.76
2025-01-03,E85,0.809
2025-01-03,GPLc,1.019
2025-01-03,Gazole,1.693
2025-01-03,SP95,1.783
2025-01-03,SP98,1.866
2025-01-04,E10,1.771
2025-01-04,E85,0.811
2025-01-04,GPLc,1.022
2025-01-04,Gazole,1.704
2025-01-04,SP95,1.778
2025-01-04,SP98,1.878
2025-01-05,E10,1.783
2025-01-05,E85,0.816
2025-01-05,GPLc,1.017
2025-01-05,Gazole,1.72
2025-01-05,SP95,1.782
2025-01-05,SP98,1.891
2025-01-06,E10,1.765
2025-01-06,E85,0.808
2025-01-06,GPLc,1.015
2025-01-06,Gazole,1.698
2025-01-06,SP95,1.793
2025-01-06,SP98,1.868
2025-01-07,E10,1.775
2025-01-07,E85,0.814
2025-01-07,GPLc,1.023
2025-01-07,Gazole,1.708
2025-01-07,SP95,1.798
2025-01-07,SP98,1.88
2025-01-08,E10,1.776
2025-01-08,E85,0.814
2025-01-08,GPLc,1.02
2025-01-08,Gazole,1.708
2025-01-08,SP95,1.79
2025-01-08,SP98,1.881
2025-01-09,E10,1.778
2025-01-09,E85,0.808
2025-01-09,GPLc,1.018
2025-01-09,Gazole,1.711
2025-01-09,SP95,1.794
2025-01-09,SP98,1.882
2025-01-10,E10,1.778
2025-01-10,E85,0.81
2025-01-10,GPLc,1.021
2025-01-10,Gazole,1.712
2025-01-10,SP95,1.797
2025-01-10,SP98,1.882
2025-01-11,E10,1.787
2025-01-11,E85,0.811
2025-01-11,GPLc,1.028
2025-01-11,Gazole,1.722
2025-01-11,SP95,1.795
2025-01-11,SP98,1.894
2025-01-12,E10,1.797
2025-01-12,E85,0.815
2025-01-12,GPLc,1.019
2025-01-12,Gazole,1.734
2025-01-12,SP95,1.787
2025-01-12,SP98,1.903
2025-01-13,E10,1.778
2025-01-13,E85,0.804
2025-01-13,GPLc,1.016
2025-01-13,Gazole,1.713
2025-01-13,SP95,1.799
2025-01-13,SP98,1.882
2025-01-14,E10,1.784
2025-01-14,E85,0.807
2025-01-14,GPLc,1.022
2025-01-14,Gazole,1.729
2025-01-14,SP95,1.809
2025-01-14,SP98,1.887
2025-01-15,E10,1.79
2025-01-15,E85,0.807
2025-01-15,GPLc,1.021
2025-01-15,Gazole,1.738
2025-01-15,SP95,1.813
2025-01-15,SP98,1.893
2025-01-16,E10,1.79
2025-01-16,E85,0.807
2025-01-16,GPLc,1.015
2025-01-16,Gazole,1.744
2025-01-16,SP95,1.818
2025-01-16,SP98,1.893
2025-01-17,E10,1.795
2025-01-17,E85,0.807
2025-01-17,GPLc,1.019
2025-01-17,Gazole,1.75
2025-01-17,SP95,1.822
2025-01-17,SP98,1.897
2025-01-18,E10,1.799
2025-01-18,E85,0.807
2025-01-18,GPLc,1.01
2025-01-18,Gazole,1.758
2025-01-18,SP95,1.816
2025-01-18,SP98,1.9
2025-01-19,E10,1.814
2025-01-19,E85,0.813
2025-01-19,GPLc,1.013
2025-01-19,Gazole,1.776
2025-01-19,SP95,1.812
2025-01-19,SP98,1.919
2025-01-20,E10,1.799
2025-01-20,E85,0.804
2025-01-20,GPLc,1.015
2025-01-20,Gazole,1.756
2025-01-20,SP95,1.823
2025-01-20,SP98,1.9
2025-01-21,E10,1.805
2025-01-21,E85,0.809
2025-01-21,GPLc,1.019
2025-01-21,Gazole,1.767
2025-01-21,SP95,1.827
2025-01-21,SP98,1.907
2025-01-22,E10,1.806
2025-01-22,E85,0.808
2025-01-22,GPLc,1.019
2025-01-22,Gazole,1.766
2025-01-22,SP95,1.821
2025-01-22,SP98,1.91
2025-01-23,E10,1.804
2025-01-23,E85,0.807
2025-01-23,GPLc,1.018
2025-01-23,Gazole,1.761
2025-01-23,SP95,1.821
2025-01-23,SP98,1.908
2025-01-24,E10,1.795
2025-01-24,E85,0.804
2025-01-24,GPLc,1.012
2025-01-24,Gazole,1.746
2025-01-24,SP95,1.816
2025-01-24,SP98,1.901
2025-01-25,E10,1.798
2025-01-25,E85,0.808
2025-01-25,GPLc,1.016
2025-01-25,Gazole,1.748
2025-01-25,SP95,1.807
2025-01-25,SP98,1.904
2025-01-26,E10,1.812
2025-01-26,E85,0.814
2025-01-26,GPLc,1.013
2025-01-26,Gazole,1.766
2025-01-26,SP95,1.807
2025-01-26,SP98,1.918
2025-01-27,E10,1.795
2025-01-27,E85,0.804
2025-01-27,GPLc,1.014
2025-01-27,Gazole,1.741
2025-01-27,SP95,1.813
2025-01-27,SP98,1.901
2025-01-28,E10,1.796
2025-01-28,E85,0.807
2025-01-28,GPLc,1.019
2025-01-28,Gazole,1.74
2025-01-28,SP95,1.813
2025-01-28,SP98,1.902
2025-01-29,E10,1.789
2025-01-29,E85,0.807
2025-01-29,GPLc,1.016
2025-01-29,Gazole,1.732
2025-01-29,SP95,1.809
2025-01-29,SP98,1.896
2025-01-30,E10,1.784
2025-01-30,E85,0.806
2025-01-30,GPLc,1.016
2025-01-30,Gazole,1.728
2025-01-30,SP95,1.808
2025-01-30,SP98,1.892
2025-01-31,E10,1.778
2025-01-31,E85,0.804
2025-01-31,GPLc,1.01
2025-01-31,Gazole,1.719
2025-01-31,SP95,1.803
2025-01-31,SP98,1.883
2025-02-01,E10,1.787
2025-02-01,E85,0.808
2025-02-01,GPLc,1.017
2025-02-01,Gazole,1.727
2025-02-01,SP95,1.798
2025-02-01,SP98,1.893
2025-02-02,E10,1.799
2025-02-02,E85,0.814
2025-02-02,GPLc,1.016
2025-02-02,Gazole,1.743
2025-02-02,SP95,1.797
2025-02-02,SP98,1.906
2025-02-03,E10,1.782
2025-02-03,E85,0.804
2025-02-03,GPLc,1.013
2025-02-03,Gazole,1.722
2025-02-03,SP95,1.804
2025-02-03,SP98,1.889
2025-02-04,E10,1.79
2025-02-04,E85,0.808
2025-02-04,GPLc,1.023
2025-02-04,Gazole,1.729
2025-02-04,SP95,1.806
2025-02-04,SP98,1.896
2025-02-05,E10,1.787
2025-02-05,E85,0.806
2025-02-05,GPLc,1.016
2025-02-05,Gazole,1.727
2025-02-05,SP95,1.809
2025-02-05,SP98,1.893
2025-02-06,E10,1.788
2025-02-06,E85,0.806
2025-02-06,GPLc,1.017
2025-02-06,Gazole,1.728
2025-02-06,SP95,1.81
2025-02-06,SP98,1.893
2025-02-07,E10,1.781
2025-02-07,E85,0.804
2025-02-07,GPLc,1.014
2025-02-07,Gazole,1.717
2025-02-07,SP95,1.8
2025-02-07,SP98,1.886
2025-02-08,E10,1.785
2025-02-08,E85,0.81
2025-02-08,GPLc,1.011
2025-02-08,Gazole,1.721
2025-02-08,SP95,1.795
2025-02-08,SP98,1.891
2025-02-09,E10,1.801
2025-02-09,E85,0.815
2025-02-09,GPLc,1.016
2025-02-09,Gazole,1.739
2025-02-09,SP95,1.796
2025-02-09,SP98,1.908
2025-02-10,E10,1.787
2025-02-10,E85,0.805
2025-02-10,GPLc,1.015
2025-02-10,Gazole,1.721
2025-02-10,SP95,1.806
2025-02-10,SP98,1.892
2025-02-11,E10,1.792
2025-02-11,E85,0.808
2025-02-11,GPLc,1.019
2025-02-11,Gazole,1.727
2025-02-11,SP95,1.81
2025-02-11,SP98,1.898
2025-02-12,E10,1.792
2025-02-12,E85,0.807
2025-02-12,GPLc,1.018
2025-02-12,Gazole,1.728
2025-02-12,SP95,1.813
2025-02-12,SP98,1.898
2025-02-13,E10,1.794
2025-02-13,E85,0.805
2025-02-13,GPLc,1.017
2025-02-13,Gazole,1.733
2025-02-13,SP95,1.815
2025-02-13,SP98,1.899
2025-02-14,E10,1.79
2025-02-14,E85,0.805
2025-02-14,GPLc,1.02
2025-02-14,Gazole,1.73
2025-02-14,SP95,1.809
2025-02-14,SP98,1.896
2025-02-15,E10,1.793
2025-02-15,E85,0.808
2025-02-15,GPLc,1.022
2025-02-15,Gazole,1.737
2025-02-15,SP95,1.796
2025-02-15,SP98,1.9
2025-02-16,E10,1.803
2025-02-16,E85,0.814
2025-02-16,GPLc,1.014
2025-02-16,Gazole,1.748
2025-02-16,SP95,1.799
2025-02-16,SP98,1.909
2025-02-17,E10,1.786
2025-02-17,E85,0.795
2025-02-17,GPLc,1.017
2025-02-17,Gazole,1.729
2025-02-17,SP95,1.802
2025-02-17,SP98,1.894
2025-02-18,E10,1.785
2025-02-18,E85,0.801
2025-02-18,GPLc,1.02
2025-02-18,Gazole,1.729
2025-02-18,SP95,1.805
2025-02-18,SP98,1.892
2025-02-19,E10,1.784
2025-02-19,E85,0.803
2025-02-19,GPLc,1.021
2025-02-19,Gazole,1.73
2025-02-19,SP95,1.798
2025-02-19,SP98,1.891
2025-02-20,E10,1.783
2025-02-20,E85,0.799
2025-02-20,GPLc,1.02
2025-02-20,Gazole,1.732
2025-02-20,SP95,1.799
2025-02-20,SP98,1.892
2025-02-21,E10,1.738
2025-02-21,E85,0.777
2025-02-21,GPLc,1.007
2025-02-21,Gazole,1.688
2025-02-21,SP95,1.756
2025-02-21,SP98,1.843
2025-02-22,E10,1.758
2025-02-22,E85,0.789
2025-02-22,GPLc,1.015
2025-02-22,Gazole,1.709
2025-02-22,SP95,1.767
2025-02-22,SP98,1.865
2025-02-23,E10,1.784
2025-02-23,E85,0.807
2025-02-23,GPLc,1.012
2025-02-23,Gazole,1.736
2025-02-23,SP95,1.777
2025-02-23,SP98,1.891
2025-02-24,E10,1.77
2025-02-24,E85,0.794
2025-02-24,GPLc,1.013
2025-02-24,Gazole,1.721
2025-02-24,SP95,1.785
2025-02-24,SP98,1.877
2025-02-25,E10,1.775
2025-02-25,E85,0.799
2025-02-25,GPLc,1.019
2025-02-25,Gazole,1.729
2025-02-25,SP95,1.793
2025-02-25,SP98,1.883
2025-02-26,E10,1.771
2025-02-26,E85,0.798
2025-02-26,GPLc,1.021
2025-02-26,Gazole,1.727
2025-02-26,SP95,1.792
2025-02-26,SP98,1.881
2025-02-27,E10,1.764
2025-02-27,E85,0.795
2025-02-27,GPLc,1.016
2025-02-27,Gazole,1.718
2025-02-27,SP95,1.784
2025-02-27,SP98,1.872
2025-02-28,E10,1.756
2025-02-28,E85,0.788
2025-02-28,GPLc,1.017
2025-02-28,Gazole,1.708
2025-02-28,SP95,1.777
2025-02-28,SP98,1.863
2025-03-01,E10,1.753
2025-03-01,E85,0.796
2025-03-01,GPLc,1.011
2025-03-01,Gazole,1.708
2025-03-01,SP95,1.773
2025-03-01,SP98,1.861
2025-03-02,E10,1.78
2025-03-02,E85,0.806
2025-03-02,GPLc,1.027
2025-03-02,Gazole,1.735
2025-03-02,SP95,1.766
2025-03-02,SP98,1.895
2025-03-03,E10,1.753
2025-03-03,E85,0.79
2025-03-03,GPLc,1.018
2025-03-03,Gazole,1.706
2025-03-03,SP95,1.776
2025-03-03,SP98,1.861
2025-03-04,E10,1.756
2025-03-04,E85,0.793
2025-03-04,GPLc,1.02
2025-03-04,Gazole,1.71
2025-03-04,SP95,1.778
2025-03-04,SP98,1.864
2025-03-05,E10,1.751
2025-03-05,E85,0.793
2025-03-05,GPLc,1.019
2025-03-05,Gazole,1.702
2025-03-05,SP95,1.773
2025-03-05,SP98,1.859
2025-03-06,E10,1.741
2025-03-06,E85,0.791
2025-03-06,GPLc,1.018
2025-03-06,Gazole,1.693
2025-03-06,SP95,1.768
2025-03-06,SP98,1.849
2025-03-07,E10,1.72
2025-03-07,E85,0.786
2025-03-07,GPLc,1.016
2025-03-07,Gazole,1.676
2025-03-07,SP95,1.75
2025-03-07,SP98,1.829
2025-03-08,E10,1.716
2025-03-08,E85,0.785
2025-03-08,GPLc,1.015
2025-03-08,Gazole,1.672
2025-03-08,SP95,1.738
2025-03-08,SP98,1.828
2025-03-09,E10,1.734
2025-03-09,E85,0.795
2025-03-09,GPLc,1.018
2025-03-09,Gazole,1.692
2025-03-09,SP95,1.747
2025-03-09,SP98,1.847
2025-03-10,E10,1.708
2025-03-10,E85,0.779
2025-03-10,GPLc,1.015
2025-03-10,Gazole,1.666
2025-03-10,SP95,1.742
2025-03-10,SP98,1.817
2025-03-11,E10,1.706
2025-03-11,E85,0.785
2025-03-11,GPLc,1.018
2025-03-11,Gazole,1.666
2025-03-11,SP95,1.735
2025-03-11,SP98,1.815
2025-03-12,E10,1.703
2025-03-12,E85,0.784
2025-03-12,GPLc,1.014
2025-03-12,Gazole,1.664
2025-03-12,SP95,1.727
2025-03-12,SP98,1.814
2025-03-13,E10,1.701
2025-03-13,E85,0.778
2025-03-13,GPLc,1.012
2025-03-13,Gazole,1.66
2025-03-13,SP95,1.729
2025-03-13,SP98,1.81
2025-03-14,E10,1.7
2025-03-14,E85,0.775
2025-03-14,GPLc,1.008
2025-03-14,Gazole,1.655
2025-03-14,SP95,1.728
2025-03-14,SP98,1.809
2025-03-15,E10,1.704
2025-03-15,E85,0.782
2025-03-15,GPLc,1.01
2025-03-15,Gazole,1.656
2025-03-15,SP95,1.724
2025-03-15,SP98,1.815
2025-03-16,E10,1.719
2025-03-16,E85,0.791
2025-03-16,GPLc,1.008
2025-03-16,Gazole,1.671
2025-03-16,SP95,1.726
2025-03-16,SP98,1.831
2025-03-17,E10,1.706
2025-03-17,E85,0.775
2025-03-17,GPLc,1.007
2025-03-17,Gazole,1.654
2025-03-17,SP95,1.733
2025-03-17,SP98,1.815
2025-03-18,E10,1.711
2025-03-18,E85,0.778
2025-03-18,GPLc,1.012
2025-03-18,Gazole,1.653
2025-03-18,SP95,1.737
2025-03-18,SP98,1.82
2025-03-19,E10,1.715
2025-03-19,E85,0.778
2025-03-19,GPLc,1.013
2025-03-19,Gazole,1.655
2025-03-19,SP95,1.735
2025-03-19,SP98,1.824
2025-03-20,E10,1.714
2025-03-20,E85,0.775
2025-03-20,GPLc,1.011
2025-03-20,Gazole,1.651
2025-03-20,SP95,1.734
2025-03-20,SP98,1.823
2025-03-21,E10,1.712
2025-03-21,E85,0.773
2025-03-21,GPLc,1.009
2025-03-21,Gazole,1.645
2025-03-21,SP95,1.733
2025-03-21,SP98,1.817
2025-03-22,E10,1.716
2025-03-22,E85,0.778
2025-03-22,GPLc,1.011
2025-03-22,Gazole,1.65
2025-03-22,SP95,1.727
2025-03-22,SP98,1.825
2025-03-23,E10,1.737
2025-03-23,E85,0.772
2025-03-23,GPLc,1.037
2025-03-23,Gazole,1.671
2025-03-23,SP95,1.724
2025-03-23,SP98,1.851
2025-03-24,E10,1.712
2025-03-24,E85,0.757
2025-03-24,GPLc,1.016
2025-03-24,Gazole,1.643
2025-03-24,SP95,1.734
2025-03-24,SP98,1.818
2025-03-25,E10,1.722
2025-03-25,E85,0.775
2025-03-25,GPLc,1.011
2025-03-25,Gazole,1.652
2025-03-25,SP95,1.745
2025-03-25,SP98,1.827
2025-03-26,E10,1.725
2025-03-26,E85,0.772
2025-03-26,GPLc,1.01
2025-03-26,Gazole,1.654
2025-03-26,SP95,1.747
2025-03-26,SP98,1.83
2025-03-27,E10,1.734
2025-03-27,E85,0.772
2025-03-27,GPLc,1.008
2025-03-27,Gazole,1.658
2025-03-27,SP95,1.751
2025-03-27,SP98,1.838
2025-03-28,E10,1.734
2025-03-28,E85,0.772
2025-03-28,GPLc,1.002
2025-03-28,Gazole,1.653
2025-03-28,SP95,1.756
2025-03-28,SP98,1.836
2025-03-29,E10,1.741
2025-03-29,E85,0.776
2025-03-29,GPLc,1.001
2025-03-29,Gazole,1.659
2025-03-29,SP95,1.748
2025-03-29,SP98,1.845
2025-03-30,E10,1.76
2025-03-30,E85,0.783
2025-03-30,GPLc,1.003
2025-03-30,Gazole,1.677
2025-03-30,SP95,1.748
2025-03-30,SP98,1.865
2025-03-31,E10,1.739
2025-03-31,E85,0.769
2025-03-31,GPLc,0.998
2025-03-31,Gazole,1.655
2025-03-31,SP95,1.759
2025-03-31,SP98,1.84
2025-04-01,E10,1.746
2025-04-01,E85,0.775
2025-04-01,GPLc,1.003
2025-04-01,Gazole,1.66
2025-04-01,SP95,1.765
2025-04-01,SP98,1.847
2025-04-02,E10,1.75
2025-04-02,E85,0.774
2025-04-02,GPLc,1.005
2025-04-02,Gazole,1.66
2025-04-02,SP95,1.769
2025-04-02,SP98,1.853
2025-04-03,E10,1.755
2025-04-03,E85,0.775
2025-04-03,GPLc,1.002
2025-04-03,Gazole,1.663
2025-04-03,SP95,1.776
2025-04-03,SP98,1.858
2025-04-04,E10,1.751
2025-04-04,E85,0.773
2025-04-04,GPLc,1.002
2025-04-04,Gazole,1.653
2025-04-04,SP95,1.772
2025-04-04,SP98,1.855
2025-04-05,E10,1.739
2025-04-05,E85,0.774
2025-04-05,GPLc,0.998
2025-04-05,Gazole,1.64
2025-04-05,SP95,1.757
2025-04-05,SP98,1.844
2025-04-06,E10,1.755
2025-04-06,E85,0.781
2025-04-06,GPLc,1.0
2025-04-06,Gazole,1.658
2025-04-06,SP95,1.757
2025-04-06,SP98,1.863
2025-04-07,E10,1.733
2025-04-07,E85,0.768
2025-04-07,GPLc,1.002
2025-04-07,Gazole,1.634
2025-04-07,SP95,1.754
2025-04-07,SP98,1.84
2025-04-08,E10,1.723
2025-04-08,E85,0.766
2025-04-08,GPLc,1.005
2025-04-08,Gazole,1.622
2025-04-08,SP95,1.742
2025-04-08,SP98,1.827
2025-04-09,E10,1.715
2025-04-09,E85,0.767
2025-04-09,GPLc,1.001
2025-04-09,Gazole,1.615
2025-04-09,SP95,1.741
2025-04-09,SP98,1.821
2025-04-10,E10,1.702
2025-04-10,E85,0.761
2025-04-10,GPLc,1.001
